id,fecha,cantidad,tipotrans,cuentaorigen,cuentadestino,dateCreated,lastUpdated
986648,2022-10-24,549980.41870216,oaKR,BLfRiIgVfWHA1W62T3w7sS2nEtSuN2BeykWjcDLjniST2yfHssIpRHeqXZf8dOM8pNS9MERy3FxCVmK18KR0lzaqDnSfIM2z9zHNKkctNThbJDHd0W2O6Kxf9aGcrZsrcbCPyyR8GK3fJ1ZwoPqJdL7fKTHgUZ2fV9D3PF9aBx4orsEA8wlLZN9yGzAKGILnQFqTIwN3,LqUZso2wlqwP72brn95KBcyGxryDGAOBlE5Av0utvF5R1DuqNHiPqTu4g4VqvBCwdvH8YQkH5fpo3rZZmcEkmPfI4T6g5phIFePHggSut33LofegwhlHRpZwbiXEer41H4KGGLBfKjz40fNBAj5W5hFIbM07gAyvJt73JCfyMYLzM6alrdv6Jnmm1PEgg2NVsEkCSjhSoy72O,2020-04-08 00:38:57.615019,2019-09-27 05:47:27.395529
650455,2022-08-26,507293.30379552254,80,lTbwHgTv1S2g6SRgUBTclScLQB22OetEaIYIwXx5cLbzijYn4hVxhqpSMH7ZxcPGVQPn5QBUoC3BmVz8G4FvbAG4Te7xM0b1XbCjw1D2vwaJjoRiPzsrQtpifNXAOgGTkD95xxIxD9aorp3oEZxEoXtEf05NAbkRXzPUH7i4JtvmqCWJbcN1x4kSi0XX3kmDtF9PB068e537BXuLiKmsikdl5DOBSRGMsZag2codYhiN9dl,DdOuXSMeVnrWqXiQLmMeX8DpxxcP61vKZ3JvrQgg398UnifRHggE9jgS0VOgqEScFwn7cRj1dsBH8LVEg0wzFNkmUcCR9rxbW4mncCEuUV8qHdXmnCcmuUYlWWoSmqVMLfusxc0cn4yk6Z2VDp54MgPIdZ7vov0LkiP0i4y1odOe0M2sUe5XIfjY2MOXtjCTKkKwPAjaffyZt9Beb,2022-06-03 07:01:39.104919,2023-09-23 15:03:18.192493
662843,2022-09-14,656749.4169997541,e85p,PigbWGKBavH4twQS94YKZJnce5CXEDlxRmrsN0OCKlZYzdDZcy5h2EfJe6V6rBy2HyhGqXiBJS14jm,EXTejmhJHeHRql77JosGRhpcbmJPJYA1YUaG9pVFXlvXN94g8VYKmeAMJMAzNxzWuJOsDsPCSqsks2T5vmj50CzskbrRCMwEK8fJlGSb4q1HTqsLhuICabGvE5KFs6GMKy30cwRXOvJL72P7S3f7QM0ojFN,2021-11-02 11:12:53.863212,2021-06-19 10:31:25.498484
587529,2022-09-10,272623.3035181308,c3gFSZore,zLNcQRB0fJ2gny5YQwfXPRTTyW9exn4TwW7Fb9cTfnUWvGW1hGdrkK0BXXfkaLMpTjvvRnkckoV3MxFGX7KR31BiQtcqxOj8NrQ1ecDk85dGX8YA244xHSWiVfwK5K9MfyKf2eZ9MZ9WAPir5onkWs,oZft9GrCoCE2S7MNh2ckp3wHFA0ORANkqs2137W21JnH47VnmbQeYJQJNfaENJgxtoEiBSKLpPYMjmDBwYwfaeL35Zr2m9UB17bsBKEhtcvZvIUoksrS92qUT3IL7vuHS8,2022-05-23 05:36:51.603942,2022-09-19 05:34:36.092778
414333,2019-08-03,543191.3573801711,q9Wb9jzy5A,P8JsxZ4wKmveOKfsBEnBn03ENqjLOnL4dEjNpDwm1U7160H4b2g8fj5Wblv0ZdmwFPMDpWOPbu3yxIrRwpQPXW4v0KG3qD6zA2YdeR1NYd3rGsGr2ZfofS6u2A2lnAvPRK7YnetqpTZsAk2QmF9piSIkGIbC47nGPcLSAjarQ8wdHk8lM7PAcv7vbGgIgR6zL19MqUAHJkIeMMsd02S3QT9B,vh5pv1o4CxZlvL4e2ZDTRsDtPdi7MHVf,2020-03-28 00:07:45.360318,2019-10-10 13:54:50.884769
819904,2019-05-05,746172.1291803226,1Xr,rLpyYLcQBMx98SqNpz6ELlN4LUr3qsC3cB82ofd2ZP4xfP7nWt20Q7VdcK9GOrxFfjdHekBgIOJwjzIHwK6ZbCiuSHdFfW3JVKpYCq11HAq84oR0l2Ijl6nDGtU9oObYKTa1Z3oxGlYcgCxp25Xm8N9eVgfsj6OTGoFRJCzKVMJxe6Lt5zVLyI0Jt0TmBSMlgoS7r0fmzauyx4VXuyHR6OXIlvV6ZH3V4jQiltP0m9qN8rzAtui4,jJtxkwBiyGtOrsYHlUq8rH0Xo1CBOjIkAXelj6cZgWHVbVYONu8pxCaF8jsP51SSqBnMrP5MCUYNvQfuCZ5ZqSmpoHF7jeqbKtboWbtNzk2mUy9KlTgfrDXzf1gjBnLGCeiCbAiYfsjHbkzUVDWOJasKZB7MAaYecobx6XyUlNIdDP8LATeWuDYwTeU2CjYIojKTm8CxFoqKJGQ6NelZHogiMnCxmJIi9P9,2022-06-30 18:45:52.392898,2022-07-31 09:06:00.144330
931118,2022-11-28,374805.2965058052,Qjkei,b1Ma5JddRzfrKv5x8Y68RNKd3c1cHJL7IUjoTCsIdmexOTfS4zoghlFXXoYSq2dqxrVZoYHl8wrz,0oL8H3OAahOh0BU9ucp2UALxssET8Hz3sgr8piDTZ8TtAEg7A,2020-08-19 05:33:50.561092,2021-10-11 16:44:37.876935
476796,2022-09-06,653418.1091190708,rnviV,0SGOtudD7FL1aRd3bUCqaNHLDCITxRbI39Sf3SKQO3WZLfCagVBskCp5KgzKXvfgt1I42y6kA806xXNnPUgGgYE6jhx9Sp63HG3VOkOg9AdvKuHHqK9O7IvgWkniiL3Ef8mwiu8AePNPnpgadVbknCrXBQ8UUwDgh8LE4iPSri32iAPjZEdciOFjDT6,rD2JzTCMFnu0KpSVFiO3IimFenaJvfv8QE9NATnz0Sxr9LY0Si1XH92VM9H65WYrz7xQNXdnGWGmWP1Ns1dQeiDhg5arExbpOYvImpmiDgLTijreTAsFFxyoQVQGc,2021-08-08 04:42:44.983641,2020-10-31 04:27:51.259622
90729,2021-03-04,457095.6015355673,mYNd024,Q6KbCZObFfkgMDBgxLfja6k6XVbEb1dYdXwW1CBwGyM3DiwgPpCXFh9iZymsbrno1Mb3Lqup1xmyprevGlYvnub3UFuwOQuXS5kC8YT76ikGSpngzUjjrExzjS6pDLR25sAIE79Ps5bIOxBcaagARte5v4PWsfcZOL6eFw9uRWP4YzLcyT383KDI3XqTlBkySfsD0XmG69QWzh0nm58J1hkM0aKB69STQ8yEVHeA,aV1LxEfEv0sVCOERQLInrLX6DJwInvDPnzzFbOyKfhWwnigJys2Zfjk8bDMczx9JLhvoHO4BueJuERZJplSqDDMvdzbmVXhZtk1qPR2vhgRpr19lVzUWwoqPe9djqOejcxuzGDQB23LuAbDOp8dlgW2appvq6e6bRTsqYZ9kSltffnIQg4FuEeVcADABIndcxKVVdFKzZCxkvMRudRwrPE8lywwesnnCAEjfO,2022-05-16 01:35:09.620010,2019-02-19 08:32:38.146051
815919,2022-03-05,402591.69635278103,eRM19SU30,01ZCINHLGuRa3th83140XcUaWg2YVXmnjAq3URdnORgCiZl3dqBrT5WYwthqNu3uAJvat5B0l2xZU2iUGDYcvDE9n37gpSqr7i05T9nhWcRZCF4xFE1mPGCJYfTvYYBbhgf9QxE8QGoU74jtablMHlWqGmd,lf3FFy95qahhHGODuuHG7GMMKixruDCDGdfjMVzHfBufM,2022-05-14 19:38:47.028597,2022-03-05 14:27:42.223056
754336,2022-02-04,141820.57055895403,h,kOzBFKojxk9z7z5wI2ARdShCtw1LlphCfyB84KR4431ufGLieV4RPyXN3MOzmuUS10u,ZLOKrP5p0c8MRsRL8zXnlQdS5exVIHtVEebxlULBGdhDv5jkgcdzwt8obwNzl9dUPXiFL5qGObrVTHoOxMkURswRDojPCxAuwxApvNudKeKaT1v8sAgfgracR58XKX8YSPW7NUX0TOMe22tNtdVkAvNdmXyCK3z66IwfcMMo7NY8qr0mXQXjahKYsFdnuGu28Es13zfVBWv9oe4HLmqYsIEitymXAOlGycP,2023-11-04 10:10:54.338268,2022-09-20 19:06:27.660043
312560,2019-09-11,96411.72904694293,NL,78OANNd5fnbJoNWlUi4a9Gae8aA50cUFUkbMV8bIZ0CVhJPPoteZ1OqM4siQ3DpppcciqnkAL0L0CGBjijSoPPr12cQ4RgirujlVctjsRzzYfyACS2ikOLqtJ6lhUv63b95JZN8do7XaBfRcCtF3sNFd8edQE3,7BaZ4VnAzBXTsvAWybIWeohcLAREy6a622S5qjJZ0RWQjhj79c4YA4modPBt90DYreG9BJ9CCwu75iBsxQPknAwdzUflKiIYbIX31JrhFNTrHXGGHrMeZA17Q7BjJrkLCP49c3rGgkbqFheMe,2019-01-04 00:20:41.969518,2019-04-03 06:20:02.069369
645793,2019-03-09,481773.3782361809,F0V,X9sTfhUuzz4o6BQSMy6PxpQeoAHS6RmhtIt9HahLL0utec5QxXJVHZhFcnScBePdMrFbRU20RzrZ5iUwL4chPtRmU3jqb0N29nfDxInU5Ucr7uqyhdVxKQ3VkHQ9WRPkte5OCO6BPufhvdzimLgAUJdyiz1vW1iiTjjDeDYt,0QdWJ55fo5UDZzQTyXfJOsAP05SEJr6oORd2PI0XCDhLs9Z1n0Q5hx65JGqK6RqDgdmandvOT2KoKbdfD1rSsnmFu0ZXUZq2VaTHjpWhfvge9d0uxepdg3GGn8p3FjG4bZ0SxJMfE2LRcGVWS2dKuz1eUSSWOYVziSNiM7KoCaPcD8y,2021-08-26 20:45:01.258465,2021-03-11 07:08:30.068512
328856,2023-03-06,884389.5836461503,MQzsTfmVy,tcRxeLZPIqKVZOXLhckBUqo2bKSu1a50g,URVd2tjXnCFwZTpA6Eo52OEw99DCsRf3a4vP5zIpYxB7B73YckwuurtFwNDjG5rqTOhQtYmDsn9xFUDokmwzJ1ytECXt1DAhwsplXN4uU6b9mtuXJv3O14WvLPbMukuuUetmI2RfSdCdJJYMVAl5c9mXMlYstK3ZgwIOB3VgwquQCwYSKRE3uthOK,2019-09-23 14:34:49.320317,2019-04-20 17:28:32.247576
304532,2019-05-01,120214.48063346246,W7Xy1KD0,S8dlrF61agartiS3UWndGSIiyfDh,Yh1z952y8j17GEo0FqWEJXtrL4uXIhbRfYyvGvBrxOsEIawpXwVGJB9CU1GWl1cZhSAktzSn0g02CO1qB4rdGFUsUQFZODbt4imw9SZTDmK9j9TtcWUeZhRCI9vyZ2eu0oBYh9LpffabiH1wFmHTMon3we6gr4hJeO6Yp1VLMsnTFw2midtfw4soAoW8lGDAN9gdRpww9MrjI6oAbaLp3SHBRpaRbOcHjsjW8SPMHDh,2019-03-11 05:13:43.753513,2022-11-21 02:04:37.372595
282206,2019-10-13,284861.7396237816,1C2Me,lgLYycCywBpJrXtKcnTkMD7CN1zwPKSMEEnJtWYeSGBJlXZFcuvlpAUPvpsVGJcFTQwoO7yJPk9FAvcFxApyOgKFk0mdzqgc52GKv2D8Bti67Jbp2FANoGNS7aomFQZans9G6zldiW5hXHg7MOxQHpqxEx58eLf3teM7o6K6788jHm7cBcasaoXNJ1SREmhCt6kTT2gzaJCssyrzf9nzWkVTWUpfWdKzYKpkGHH6,pVcGPn24NPVoouUzezdG8nLBC6RzuzFFPjCRiuvYltPmHb7vIRW4ZpOo4SEdOuHcAEB6j0sjQD7fHjrJEZRgzY7akj47lZP5P785vDEzHhYE4OvG8RXSIFmHy20LRIHJDGc0rlL3J3RypdiMRoao,2023-01-08 17:32:56.421668,2023-03-07 17:34:08.954304
248730,2020-04-27,858479.5287135007,oPFfMA,g6WVporbH1NA3FGDK9RTr5FhYVDNA6dKqkR9YSbtrsnYP,gO9JxaEXJSS7kYtp8I8kR1Fh1QhLSd0gllcDH94X3rd7z2G9oZmvVnSnYRwdrspo2nlefur76HCd8ZbnLz0JMv2kaovKCd9BUunPiJfmedy5UG6kCSKSRxjFi,2018-12-18 18:29:16.873626,2021-08-23 06:56:04.838009
355007,2020-11-23,65773.44216257856,YRlWEuOIeR,WAVkANyGU9I8nZZ8Owc284CPnUCh9SlfmoBHDR8PERlCqDbsg8BGYlP3zhuckEwkykHwC2Rw9ZL912n55QSOffbsEQsI9IZl2gvjUAKOwW6BAG2XSQ,MUQfKw4Y7R0LeWmiI6ZyVonIzcW5979Jfj76HCNIpUe883NqFJFTwWeIUq4vgAGOYAd1vgDncgfZK53CUbl8lMgfefI0dpdLrPTMgpYElFIZG9N5jYQpQgbbJhCm1ByxnZaJkVSGzDKwyGH6xzLET9brRMW1BiEgj0REfVwqMYbyjSpRNBwsDnjWU0WXSfZIUQ5pf6H9mML1bLzaBg6Hq2iskFtwVk2D5TNia8MbUywpAHypPVWdZ9l,2021-11-13 19:23:44.319730,2023-07-11 10:20:22.705842
929143,2020-05-06,908558.7279744244,TdHK3XKA,oD7D5CBeUdzIPztQ4oVPDnm7A1v1WEV4naf7MEOsnKhZzg7AzIClu2zpYWMSPPfgOw4Nn544n0RvD9yQHlxcW2jPVMvAnxwoQtzDSut25B0xKQ3Uu5QvqYSDrbErb75pFpoIJgVqAlueiBbonthmwc1vWlIjZfw,PxxAmHfOGXeJJE4b46gYNouMPbRR7GgkQfLS6baxQa7LK78XpilB5p2gHcLV8FQyh7Uwnps40so13nzwyLJdmURP1js8HTk1R60QHUMaOaFpZLxpKHKfCuEgRKbqxpJ1uuFHG0fSQ4OiTuH5C0xsbqHGp1MuPzOXXT8pp2YVMFXIvmlEjbfff2sH8v627TIr6r7fxI7SJfKuhcMT4TDNPaOfh73OMQFMBR1eRtDoCy6UaeHdjcspWT,2021-01-10 17:51:00.431871,2019-06-29 22:13:07.499081
648665,2019-09-15,591413.7391510917,9AJru1v,xDler40yEH1JoY1EdBCjawTmPrt9DHSMmXL4s5GupghDZ0Yh5psaPIWw42g95hRaJelSAicKWhn63JnYul4bcGeqFPot0jQuMlwkSIS73H4N9C24D74Bw2xPBv6Bpmss2JB8p5vUqsM5WiZYiCassVXyeFZ7nzmP5yZcnjX11HKa0,z6Rc9hhmSIPTSp0eEh2kZi8dQPYhZyc81AvAncJ4sPhLPoayWVW1zFy04nAH1encNBAAbL5S9RaJ24,2022-01-14 23:13:14.477843,2019-09-24 00:08:13.083040
58492,2023-01-04,837110.3091420745,MAMqFpw,5SFsU0KWh24QU8XbeZqCb1asZY7zSiVK9wwXyjquxdunLfLqHxttGjcT1yiuVH4ymfxhpiawjnhVfcLhVvxUBU8ERDc,r5huUaPocsZh3eCw5awHdhfD2mStfPgsWYva1uIJm3wkmFmJCXB0dmu8365,2021-04-16 07:13:22.780008,2022-03-18 07:51:03.301625
656856,2022-04-04,658816.029135392,GwYCk,lV3YPxEC2NX8Y7XxyBLO22BlBI5KJVZkUNAwyp7B9F8ivt6A7Hx65tbAErFZ64njDzrilvDsXSBMtmSaB5CvFStqwPksX4Iw8rHPSQntPoZXOVQOCoQcuW03dXsBnBz5eBpEjFzWrpxEWr5KC,tRPYvQoxGQ6f73Pmt8bQmuDlGQR24zJeVRlmhWwfUxf59,2023-11-04 19:59:28.678725,2021-11-07 16:54:24.105915
78194,2023-06-11,876449.7166322612,ih,sKSWAQnFgEN7CPBTdK,yK7vkAvk6wYqpAIj0S5FO6,2022-10-22 20:00:21.111037,2019-05-10 22:29:20.187722
751870,2023-02-04,344826.34153157624,9A,MSOPyl6awGn5EA5ta0WmwJvo3VpD24MC5bUDyqadbk1vA3b39J5lDYhqO43lcJ56nw4XnaenJSDKkWQdk5H8pZUf,olmmJx9bls556uNMe5kt2JUGVd30HWHB8WjGW6eQWq4LPmjHmbmbJvwfbUNFVkkWnLSJrrlls71tWBxHmKwYcvBwFj7MZns61c0tgbuDXGrn219YmQVAnfuqskxfPUc9YTZHxxRw5J448,2021-06-15 14:16:22.163566,2020-06-09 22:26:43.842572
964619,2019-11-19,109753.37048456563,osTIfd,yOpekfMe21nAjpF6OMxFJX746DfSc2hObLu2ZFoIcZ3xOeKx2kRHfxSNlx2aEiRDTbHIqsqz1odHiBJSMDZgjx84glZn2j9tZ6goVBQgAWrRptP8M3GWJFPLp8eNZPKWNeY92cuxrUs29sWKtGwpAT1fU9R2E7z9VDpxUEZG03cBNMHtDJuiSQgIuWjL20Sbi5uywVPfhEDFdIaAIQ5YokmOrnkhAOgzzn0,XffXbRJvi7wrJJ3CTZaCmQmk2mcPnRhogrZKc3WVRc20UEGBIOIceLC10tzcBnM1qGsxCW9iAJMUooVywwUb66EkMvcxhczBDbkFJWmef5S5znpUaZ2hMUyKp1AF6pQSv10JrQFFlXQOEQWJTbSE1iN6x1u,2022-03-10 11:07:50.463382,2022-08-05 06:48:31.337547
421857,2023-06-28,672909.2832997305,u5s,oks421p2TWBbT62CG52RICWeb9igRTa7,uZeBRPM5wuaa7d4Ea46YdbBzwGUjdoPsZOPdicumSTUH9CQIUF6QkPiNsmUkcJYx7PhNh,2021-11-25 19:14:27.939864,2020-09-01 04:30:14.854355
418443,2021-10-22,268437.3920389213,bD25mTRp9,NiDeYzISNVwvZmytxuS6Wp3ZUV8OCaXQCkVsHU7TfAwHikStQtbtJ7KoloEA9ItefqhUq7gVIZaNIPq6Ffju0fSX2kRd2FUHaKJW9fkN3XIX3Fhd1Ds0Lo3rV1deky0tiUWpjDAtN1BkLpGHVVo611KQYFJC,RizDQVo4edjva92KmPJrKv0KBQ8shy7EzaiM8txhIhLcIeFbh899mMvNgrrzYbTK9znhzMEjRiE0y96zi1PykXQ7iBhik704UeAEMOIzDrEN1L5QFCu5fcZMMCKuZ5aaE5XrQFH1MhmkZTE8avFwJZJ2GZRJYMsMZdzQ2eJUl6OMx60WoqpFrXbrx5B9wZhCC6bqxCTkasjIsCrAyPq5q5KHn7ILA5MLLdLwG2jUiFlkzMVYs8GEzEMtbAm4,2023-09-12 21:00:06.983535,2021-01-26 16:08:03.823602
617687,2019-10-17,639878.4355878272,YzGjvWJpX5,NTy1w4EPobhrryyCXluksccw1ZObw5slLFMWr9o9LfnKNukrRn2oJaV9qxCTLeuDcrPrmnDJzAohTx5XnrG8gltJFN2iM2OOWnXSJ92cNh01amsbh7FXaRZjAT6sca6j1r8YAGmx3l2jpAeGey51ISuc9gY1bwHymXPqoCzPQ8gcV03wtDAuhtmcDWwkLm5sjO1rxO1SqYHvtu9dRCqNn,bet4MJJ9MiznntcfT2Z2OiCcgfPyjZE9pSYxIPyd0miCrrW9du63oL9dYKe8YHP5KhQxY2BrK79QgabjkEjh9DIHnELwKJSWuDKTz7RYDjqYf1ecyLi7bD2uvY,2020-04-10 06:01:13.931585,2021-05-31 12:49:12.582466
544085,2019-12-15,771252.1841925626,Ck,Nt5lJDLOToRg86FYoju0NJ3QW6s3kcgD0WtpkkFK4MDZ9tz8fBGksdkdvcQpxat5RxLG56yxI03bmGOIlpQF0kljSEWSUsSORHoVeywgaxqDVtfvfpcM39t5BQxbro,jsBALKdbqqYFdAMwwR01,2022-01-21 19:23:40.432422,2020-11-08 07:28:19.778514
87031,2023-11-27,278315.2717969392,UQ,8eidYJrnbUAopOxKU1Zvc3J1KmkibDkalV1qu0ORNnCzQekIUStogGVxL3R2TndX,A37vLulhFkp7NCMx9sMBkpVSFSfRjtYL1xSaIMjNNTSTBwa19ZWmiHG3RGyzVAfx2tODf9X5p2xaWL40QHQShhjdLvnXZCqmCecTdw6GipDe5eRhIalM98M8cjjEd7q9rDfIPKHsFWeJGRHZzk5LlPqVXNGZFBoZBlLLVSzpJQ4UOvuEwGbdoEoBAOOLZhUy4kGG2pTXuEqPZiMrj8kwG1sKMITaX1cIze,2021-07-20 05:51:15.790362,2019-09-09 15:59:40.059749
492735,2023-06-20,918453.7407578605,b,VrUwKoLeaiIlnQxPimJqNBnwUolGWiNSuQc0jTsG,KqTLiVZh1pAGa2AQ5AcfpX0VRo0dKn3Zut3vMedACUzkFk,2022-11-11 04:46:02.670288,2020-03-13 16:20:18.866645
705143,2023-11-22,194796.13154683812,KV9mV0hoy8,X7f5GtuQQGjT7fF0bxzXCcBgFGVkd4kolKHYeJVziUDFz9NlWk48E0j2ip5opninU3CeZBQetmewQxPhoCi5ySy69IhXBpoZUQ3tQwaoDhzblK5JboFMa17mKyKxc7Kiq0CpnjVM8WbKsvQA3Ej1UhZwIZKseFi7QGy1BxgpAA35QnHOUO9sTgaGeTZgVyNNjWAA,CW4Ox5LoNPxoG1GmZljBasGNDUD6coybaliVpwv6WaLwkxXN5ybUco5cUhi9lLUp3qf5uiGsnsBxd8F4DZVMW3rZoBRWGWbr1OScSzfsxDodiVJGcxHQ25rIUWM02IlZtZwplHAjSsnm5pvy3QwJQu01eBEuj3QfbZXAJv0kdaS3OKU1jy2EpSxKiCwG2lUWB7iZFzizKTm1Dc4KNjo2jhtM9cKt2e0G0t9qsqRPTAu,2023-11-21 05:12:57.441846,2020-02-03 00:20:04.513005
299195,2022-06-24,423028.51483600587,Qjc0qAgNs,XMFVwOUSbMoo6QjH6zXLs1DpwQ8EI1QLHo4VL8i3rWOVux2MfQYrGsfrZpLytxYa42HiAXzCyeoxZPTZP0RhSD1pSa2cC2i5QHLzw2gAuEH8qmC7KYJH5mb5n1OLSS0ru3p1f,eJaQHcaTRrE5p1SNAe1TFOed4NPVg7Pr4PfZVGsXiFy9J1AVx412FDZPhelMtZjw9kxC9sfqnKqr5ovMJlpjcW1kddWrXhjVjO0Wz62vgwdzcdxcHWLgdePom3iX1YQFOnvUYj9siLtFd1MRIURpRUZ5nriKzYCy,2022-08-03 13:40:17.977779,2022-10-06 11:46:48.530200
